brush_teeth,climb_stairs,comb_hair,descend_stairs,drink_glass,eat_meat,eat_soup,getup_bed,liedown_bed,pour_water,sitdown_chair,standup_chair,use_telephone,walk
-0.19074033,0.38291553,-0.680305,0.5252116,-0.27912623,-0.14349356,-0.14004837,-0.1850178,0.49839246,-0.20219661,-0.1750353,-0.09683851,0.22501999,0.12386
0.4550133,-0.087704115,0.414705,0.26055813,0.048147663,-0.3677883,-0.3499683,0.39683163,-0.22784519,0.10464168,0.16628371,0.054279722,0.607185,-0.096171
-0.40236,-0.20215803,-0.80436504,-0.120575435,-0.60966516,-0.2691513,-0.6551787,-0.0818235,0.22747232,-0.5980029,-0.43913102,-0.10760574,-0.1889135,-0.17357
0.496456,-0.4778499,0.496055,-0.061495498,0.3891591,-0.13566631,0.2436159,0.2509386,0.7192152,0.2045307,-0.11548978,0.56585467,-0.12988299,-0.1254
0.57729,0.21187124,0.552495,-0.19127,-0.0914628,-0.19618171,0.057812706,0.052642263,0.13223629,-0.2559546,0.0431673,0.45392492,0.006219998,0.29981
0.44000998,-0.16336551,0.203625,-0.1429781,-0.012598742,0.28542826,0.15153404,-0.1812756,-0.08999099,-0.1669635,0.3747084,0.2360094,0.06947,-0.25711
-0.22866666,-0.33029306,-0.331275,-0.16139905,-0.3363195,0.52701,0.12905641,-0.18261869,-0.3807177,-0.29290736,0.4304982,0.0759,-0.030034997,-0.35492
0.043983337,-0.12969661,-0.2528965,0.03711246,0.035118595,0.10817136,0.25579292,0.03126922,-0.23864509,-0.010863602,-0.5748534,0.028197842,0.057054996,0.214
0.11715,-0.017183758,0.129905,-0.020262329,-0.13193136,-0.1533817,0.04352337,0.16962332,0.0798633,-0.4601388,0.00090420246,0.008150995,-0.29355,-0.41952
0.1262,0.4372203,-0.345025,0.5930793,-0.3498462,0.06851791,-0.21168907,0.2015409,0.24521047,0.025416601,0.09931416,0.046955697,-0.0619445,-0.2387
0.14991434,0.02332902,0.51615,0.10471098,-0.3052302,0.105728045,0.48656854,-0.00034320354,0.3109511,-0.40752363,0.69730896,0.21023552,0.57464504,0.059934
0.5669033,0.02859747,0.25412148,0.25114617,-0.17584084,0.30609152,-0.0056067,0.3101769,0.28189456,0.15207358,-0.3997396,-0.15437797,-0.2235595,-0.13329
0.28262332,-0.3192882,0.506585,-0.0020921975,0.19726112,-0.489027,-0.14454,-0.1931325,0.06086851,-0.051836073,-0.032452203,0.15728197,-0.112519994,0.30373
0.19194,0.02249742,0.23063,-0.3400254,-0.2625348,0.23916535,-0.26827568,0.24224493,-0.03102063,-0.32543942,0.48375034,0.57263255,0.0649785,0.48191
-0.5088367,0.0584628,-0.13973351,-0.29365382,0.07550399,-0.35626143,-0.41331843,0.15657577,0.0385341,-0.36292738,0.17254315,-0.0922185,0.1663785,-0.030485
-0.049523335,-0.4960659,0.273265,-0.60075516,0.101786524,-0.29118544,0.16608243,-0.0218658,-0.004012808,0.32198763,-0.66149163,-0.112910174,-0.643875,-0.50602
0.21545832,-0.11988834,0.42192,0.102082215,0.6155688,-0.040349104,-0.031388283,0.5579277,0.2102727,0.55506,0.09654811,0.45672992,0.050585,-0.15751
-0.025046667,0.71866083,0.20326501,0.6505555,-0.38089922,-0.11561188,-0.5224293,0.0902154,0.37401673,-0.18071988,-0.542619,-0.07880664,-0.980345,0.37729
-0.06841467,-0.5241423,-0.35198998,-0.4409295,0.3994782,0.4726194,0.4021908,0.2927103,-0.23534584,-0.35638016,-0.0838662,0.07597922,0.10760999,-0.202
-0.089192994,-0.1694022,0.1524285,-0.046147197,-0.1638285,-0.12832645,-0.33777148,-0.20886756,-0.06431568,0.28207412,0.2839584,-0.3941916,-0.023047,-0.23521
-0.6757733,-0.106071904,-0.32821,-0.14163272,-0.31714323,0.11829081,0.087053016,-0.2967228,0.021878995,-0.0805992,-0.07179612,-0.2946174,0.008982997,-0.19202
0.31855,-0.11894454,-0.159277,0.0386628,-0.06693126,0.18016681,0.12427801,-0.30198961,-0.14025001,-0.26930642,-0.34987593,-0.069219485,-0.092029996,-0.34454
0.46860996,0.2968119,0.4759,0.2820543,-0.031577703,-0.10716751,0.2578257,0.17178085,0.78088236,-0.2682405,0.06424111,0.48123574,0.22775999,0.39285
0.39895335,-0.12777863,0.23614,-0.14938638,0.3726129,0.48387244,0.8186574,0.114378005,-0.4525112,0.26564673,0.1871826,-0.10719853,-0.014835,0.33205
-0.75788337,0.5082595,-0.510175,-0.053974807,0.10101729,-0.43196338,-0.1951026,-0.5137341,-0.35404712,-0.028347332,-0.48834062,-0.558129,0.30003,-0.16925
0.052849997,0.20703211,-0.021176498,0.3413949,-0.3247101,0.52520823,-0.022203062,0.5015657,-0.17064102,-0.1834965,0.115771934,0.036745504,-0.026263501,0.27547
0.052083667,0.210969,-0.28038502,0.062927045,0.3896079,0.22239362,0.053558342,0.049150206,0.1119756,-0.009929698,-0.32853812,0.10764931,0.014570497,0.21246
0.06283667,0.0518298,0.0147750005,0.1662573,-0.17504257,-0.47990912,0.1631553,0.48217624,0.2921629,0.24166165,0.09736947,0.40166909,-0.049695,-0.021791
0.115623325,0.22233585,0.189545,0.17938305,-0.053548116,-0.6828228,-0.3173544,-0.2692602,-0.017800193,-0.19298564,0.5514894,0.36065042,-0.0882515,0.22221
-0.33032998,-0.24578334,-0.5221,-0.33577502,0.377036,-0.0630168,-0.02512752,-0.20588371,-0.09558451,-0.059117094,-0.13890028,-0.25834048,-0.774585,-0.066674
-0.43828666,-0.08853637,-0.05235499,-0.15017375,-0.103720196,0.035174705,0.25643313,-0.41085002,-0.28676343,-0.38219282,-0.033208564,0.2910963,0.1948805,0.27922
0.6387867,0.19727401,1.0253,-0.011134192,1.0435921,0.6736323,0.3133713,0.1841136,0.20713553,0.6723024,0.33255422,0.3287394,0.191415,0.20904
0.271733,0.14135914,-0.18335,0.10606233,0.10528155,0.16738129,0.22285494,0.45305702,0.24086834,-0.12314445,0.5559675,0.57595235,0.2894725,-0.04935
0.32728466,-0.16991699,0.10183265,0.0018017963,0.4983396,0.3128862,0.053394005,0.3235782,0.33647856,0.17668861,-0.21936288,-0.047604483,-0.186429,0.061458
0.18619001,0.69251823,0.1346385,0.2427018,-0.46279866,-0.32154542,-0.58562464,-0.2543013,0.2754609,-0.22699381,-0.06674019,-0.42725533,-0.20102,0.50173
0.29435593,0.15902042,-0.058034994,-0.1068408,0.4130148,-0.43384773,0.2115267,0.0735306,0.3190143,0.59796,0.023060396,-0.06871262,0.009151999,-0.77051
0.14097834,0.36486453,0.21244,-0.26975852,0.46894324,0.8039097,0.7286301,0.111642286,0.32715476,0.8389524,0.012075361,0.0037626587,0.105818495,0.27873
-0.15585034,0.283932,-0.475855,0.032528758,-0.3214002,-0.35128832,-0.62487155,-0.5376228,0.41376728,-0.2567486,-0.01167012,0.3801006,0.0402023,0.15247
0.11018566,-0.29486823,0.46266502,-0.19555141,-0.29106992,-0.17879559,-0.3304851,-0.030119091,-0.1587168,0.1466751,-0.2126553,0.019361109,-0.038280003,-0.45144
0.3377633,-0.3684582,0.078025,0.14444762,-0.49675232,0.02804736,0.02809686,-0.047529906,-0.35620204,-0.26277572,0.05738701,0.36290103,0.1207965,-0.11337
0.13778333,-0.13934252,-0.1697915,0.13564584,-0.22174022,0.118988104,0.122942165,0.06494598,-0.13651176,0.03447378,0.32701683,0.10558878,0.12509951,0.23009
-0.19813032,-0.77808726,-0.132101,-0.616176,-0.44051373,-0.3192354,-0.26393402,0.009438001,-0.39402002,-0.34748012,-0.17006749,-0.8756933,-0.3288455,-0.2856
-0.06316867,0.4172619,0.110980004,0.12653321,0.20468579,-0.1701051,0.1840707,-0.03774441,-0.64955586,0.13497002,0.03606239,0.25638032,0.049019992,-0.16246
-0.35185334,0.5554329,0.160825,0.37330592,-0.12344904,-0.19116472,-0.52214813,-0.38041082,0.0737484,0.31855232,-0.30135933,-0.091537386,-0.458385,0.029645
0.31550667,-0.0453849,0.061591998,0.05771304,0.44665504,0.2701083,0.059079897,-0.09963691,-0.4393455,0.11256696,-0.3210372,-0.2704746,-0.185415,-0.19178
0.065051995,0.944823,0.42294496,0.4836018,0.3030258,0.60159993,0.67910373,0.3203541,1.6721199,0.2870076,-0.3330129,0.63252753,0.393565,1.6455
0.52212995,0.21636121,0.1396669,0.2952642,0.523446,-0.34382635,0.08131926,0.28122273,-0.100539126,0.365739,-0.16365361,0.3686034,0.181025,0.055601
0.8357566,0.1670054,0.987685,0.04141995,0.25920182,0.3885552,0.6397314,0.1607516,-0.12003883,0.51010084,-0.18026581,0.11458459,0.213881,0.23336
0.29494333,0.34147412,0.41734502,0.12813571,0.40751046,0.5183211,0.7177335,0.366218,0.0478736,0.27512765,-0.1108777,0.13618012,0.021935001,0.090037
-0.20250966,-0.019060798,-0.140378,0.247302,-0.1320627,-0.16140631,-0.1298121,0.08824332,0.08693521,-0.1598949,-0.10188453,0.068606675,0.1283375,0.42586
0.39681002,0.4534728,0.12895499,0.19881245,0.043616105,0.5221293,0.52439314,0.172359,-0.08702101,0.12125851,-0.12076548,0.3716163,-0.30708498,0.33801
-0.14505033,-0.35572422,-0.394554,-0.043865584,0.015589861,0.3090747,0.2778039,0.08419554,-0.10854426,-0.00768999,0.20294605,0.44014412,-0.035400003,-0.070857
-0.12585734,-0.08447671,0.07998499,-0.06420151,0.06730021,-0.1775763,-0.1890471,-0.042913213,-0.7843441,-0.2638284,-0.1574562,-0.0053644795,0.0052200034,-0.20306
-0.6378367,0.1625151,-0.53718,0.2697057,-0.31766692,-0.13975501,-0.54903424,-0.0429198,-0.006753117,0.03824799,-0.009140339,-0.3892185,0.0346595,0.12692
-0.41189668,-0.023279522,-0.217495,-0.07744242,-0.0015344992,-0.332904,-0.09587027,-0.22825111,-0.30766362,-0.1957395,-0.062206652,-0.008489184,-0.14105,-0.20466
0.139606,-0.31858203,0.251785,0.080909394,-0.56363344,-0.20506927,-0.39126122,-0.4956864,-0.6365898,0.18353282,0.3932544,0.17634672,-0.264675,-0.34985
-0.40986332,-0.20130002,0.165665,0.18873361,-0.14354008,-0.53134954,-0.44402492,0.038583606,-0.2767908,-0.019024506,-0.25163493,-0.19564709,-0.07632999,-0.30973
0.17534566,-0.27274832,0.01049,0.105088495,-0.21780857,-0.41698107,-0.018317048,0.0140744895,-0.15423872,0.04647126,0.4482852,0.2594856,-0.04619,-0.75803
0.12856334,-0.29795703,0.37678498,0.10137996,-0.2091824,0.48537356,-0.08227461,0.062386505,0.12250129,-0.034194604,0.29418513,0.33103293,-0.15648499,-0.26185
0.28174332,0.04897563,-0.071594,-0.12626758,-0.0079959035,-0.1404513,-0.075395755,-0.050027996,-0.08611219,-0.04414411,-0.07598317,-0.24758975,-0.064465,-0.18941
-0.15512668,-0.4043292,0.15517,-0.22135082,0.11038163,0.01216381,0.3023394,0.12290652,0.32151306,0.04434797,-0.10377839,0.4037814,-0.116323,0.066357
0.012298991,0.053478815,0.23279,0.3550269,0.37901163,0.6524892,0.4866444,0.5372347,0.54193133,0.62732345,-0.18766111,-0.5799288,-0.055984996,-0.13302
-0.55199,-0.07058701,-0.429185,-0.3906474,-0.11801659,-0.35268456,-0.14352393,-0.08645208,-0.094999745,-0.5995572,-0.42400384,-0.37930202,0.0781175,-0.18596
0.029366672,0.10575543,0.34652,0.018059252,0.18330511,-0.11578051,0.079167,0.015036777,-0.22809866,0.13703118,0.074203804,-0.2134968,-0.060422998,-0.071617
-0.22284503,-0.3923667,-0.4211,-0.4079361,0.14458853,0.01864632,0.4125693,-0.06784734,0.034589943,0.084330514,0.20294671,-0.0072633177,0.36074364,-0.15801
-0.048932333,0.19521876,-0.066789,0.14111856,0.28895923,0.30904502,0.7237296,-0.24061954,0.6276752,0.3174699,0.0760419,-0.5154963,0.51815,0.33308
0.050241668,0.39185852,-0.29876,0.3802359,0.3923601,0.25962618,0.4924854,-0.14988932,0.208758,0.33090752,0.26221305,0.19579726,-0.049050998,0.081761
-0.23932166,-0.1808499,0.21070999,0.08624418,-0.005771704,-0.3808959,-0.4071771,-0.0824142,-0.18588108,0.0037402175,0.0548592,-0.010863598,0.46610498,-0.13718
-0.29923132,-0.31166524,-0.138345,-0.44334185,-0.11908545,-0.9777043,-0.55851847,0.13555609,-0.105240315,0.060368553,0.040238682,-0.065062806,-0.028729051,0.018166
0.006468197,0.01207239,-0.034484997,-0.13491556,-0.350724,-0.1359237,-0.41324252,-0.013175581,-0.48105288,-0.078731395,-0.1682571,-0.20581771,0.43443498,0.037715
-0.26681668,-0.2620101,-0.358015,-0.3695307,0.019667998,-0.16427599,-0.4546971,0.1283832,-0.13641474,-0.25285262,0.20037271,-0.032699697,0.345,-0.019007
0.121757664,-0.3591225,-0.122583,-0.22576225,-0.0092565045,0.013592042,0.29005682,0.27555662,0.45139384,-0.1811007,0.1712898,-0.005025901,0.221801,-0.1177
-0.099102,0.5303265,-0.12551,0.5676297,-0.013219804,0.17923819,-0.13731961,-0.2277878,-0.20748422,-0.21983941,-0.3521496,-0.07520701,-0.187455,-0.10368
0.104550004,-0.58916885,-0.35115498,-0.12715957,0.15993483,0.13104962,0.011972091,-0.63862395,-0.9006769,0.23701623,-0.047906093,-0.2643333,0.2832,-0.12831
0.17790501,-0.020737201,0.340955,0.08267491,0.08750611,0.28453425,-0.15013514,-0.048872475,-0.04725534,-0.070848495,-0.16498351,-0.18402451,-0.092125505,-0.032358
0.16178334,-0.5564691,0.578035,-0.4902381,0.09553501,0.470052,-0.004600197,0.0317097,0.50925267,0.23685752,0.20885369,-0.32303372,-0.1987625,-0.12922
-0.069196664,-0.32864702,0.253517,-0.42892084,0.17773074,0.038899746,-0.1067286,-0.16132578,-0.32448572,-0.09675931,0.009802986,-0.13561681,-0.0521716,-0.19816
-0.35263,-0.30511472,0.32054502,-0.2213805,-0.3122658,-0.1038774,-0.0912846,0.19326219,-0.20919922,-0.325116,0.00223146,0.17160991,-0.111896,-0.34422
-0.18320334,-0.39223802,-0.051976997,-0.15920123,-0.0943932,0.030907802,0.21314701,-0.5269308,-0.36216378,0.0033924058,-0.060525298,-0.4793481,0.08395,-0.56743
-0.13429849,0.14245111,0.043957397,0.0810249,0.270666,0.47662362,0.34665644,0.6157338,0.0787248,0.62659085,0.12111594,0.3826845,0.303705,-0.11937
-0.27905333,0.15036781,-0.140075,0.0397683,0.046313852,0.1279532,0.22624703,-0.16633254,0.06570962,-0.19426936,0.13020283,0.13459842,-0.18193151,0.36441
-0.6195767,-0.304641,0.013107998,-0.034900997,-0.25765082,0.2154009,0.2178165,-0.2321583,-0.2877171,-0.2732532,-0.0451011,-0.171437,0.02522,-0.3035
0.12191001,0.27929223,0.35312998,0.077246405,-0.2075865,0.021893516,0.0842259,-0.56533295,0.1199649,-0.2783583,0.105188824,0.1762827,0.208395,0.13498
-0.18165,0.12313949,-0.51282,-0.030602887,-0.2286108,-0.6482883,-0.7434867,0.076088086,0.09353191,-0.4152192,0.1058739,-0.06464305,-0.24401,-0.13497
-0.14073668,-0.14127168,-0.208225,-0.27788973,-0.1056429,-0.2570997,0.0291093,0.0243309,-0.0914133,-0.1796949,0.28576022,-0.0013266057,-0.105574004,-0.47875
0.028308004,0.2900733,0.832875,0.041477703,-0.6219081,-0.4467441,-0.28762472,-0.10468954,-0.16648534,-0.3413949,-0.18807691,-0.2976039,-0.12623699,0.27766
-0.133201,-0.22858112,-0.16088599,0.004966501,-0.061601102,-0.18710011,-0.31318653,-0.32413492,0.13586661,-0.48654872,0.22020836,-0.07418467,0.079915494,-0.32791
-0.31156334,-0.19167238,-0.17983,-0.2237367,-0.3228423,-0.094133824,-0.24962322,-0.7183308,0.043391064,-0.01570404,-0.1645578,-0.13548546,0.18915999,-0.2167
0.22523667,0.1855722,0.470595,0.24890581,-0.6007782,-0.7211424,-0.2927034,0.5772492,0.15026881,-0.060969487,0.0069333,0.50931543,0.138678,-0.26718
-0.8733366,-0.07938811,-0.471065,0.30898893,-0.7392132,-0.9171789,-0.9407013,0.06906572,-0.93840444,-0.48989755,-0.091963746,-0.1741476,0.433465,-0.28372
-0.29092935,0.18588637,-0.023732997,0.16190857,0.18653251,0.21384332,0.07738764,-0.1719333,-0.42569673,0.22210652,0.16429248,-0.08314021,-0.019775003,0.1718
0.44638434,0.34667492,0.100407004,-0.23341893,0.24786632,0.44445494,0.30083892,-0.061099507,0.51333153,0.5548125,-0.37669733,-0.35743195,-0.202356,-0.29051
0.38180336,0.15402552,-0.086073,0.3099096,-0.03576804,-0.0763983,-0.21948631,0.081377015,0.08824762,-0.2761605,0.084216,-0.0055043995,-0.40261,0.42455
-0.026479006,-0.34224302,0.1250945,-0.2521398,-0.31239122,-0.24183062,-0.20648366,-0.318219,-0.4844103,-0.45256865,0.1028676,-0.21950214,0.46013498,-0.28181
-0.4144567,0.21239594,0.1062165,0.3475362,-0.1633424,-0.55833364,-0.55271703,0.09147007,0.20397434,-0.33413061,-0.581559,-0.14962202,0.00603255,0.16395
-0.0030329998,-0.132891,0.301115,0.045276,0.42267823,0.27535203,0.5084112,-0.39002702,-0.24226621,0.5576284,0.17210159,0.11893861,0.4110056,0.36343
-0.44587,-0.28111053,0.087113,0.1769295,-0.41792852,-0.098059505,-0.105992705,0.09547892,0.33539551,-0.46536273,-0.3009996,-0.29467022,-0.0855015,-0.33036
0.16981667,0.37534863,0.651495,0.20731261,0.22035751,0.14497693,0.25012812,0.07234588,0.7594191,0.9895743,0.16766134,0.17736576,-0.08092,0.16049
-0.19205867,-0.5496843,-0.63175,-0.30502823,-0.0557601,0.72807574,0.38207072,-0.21495144,-0.6001446,-0.031854913,0.008048713,-0.48476672,0.012735009,-0.16549
0.13733567,0.3012141,0.476165,0.1849551,-0.12042724,0.4880832,0.116350085,0.49629363,0.86795944,-0.07097343,-0.030227996,0.3453054,0.283485,0.51984
0.14017667,0.33536252,0.46025,0.33309212,-0.12180631,0.5923401,0.2284062,-0.1796949,-0.32551533,-0.074399166,0.3066426,0.14181024,0.17469001,0.079122
0.08252633,0.0415932,0.09118301,0.10471296,-0.18005066,-0.15293553,-0.115110934,0.2720718,-0.2733918,-0.30288985,-0.14861155,0.12628111,0.3852,-0.061607
0.11857667,0.020700898,0.559095,-0.17463271,-0.2285085,0.084346175,-0.013044909,-0.034877706,-0.06270918,0.0227139,-0.18043742,-0.12609962,0.233563,-0.39156
-0.020567002,-0.32392108,-0.1752453,0.13054173,0.2680524,-0.14474791,-0.09800011,-0.43027383,-0.6209808,-0.043164004,0.632379,0.01588224,0.070715,0.42805
0.2811,0.626043,-0.1118395,0.4953366,-0.07322965,0.041154306,-0.020522699,-0.14325997,-0.25361526,0.38290957,-0.4559914,0.20276785,0.096963495,-0.011958
0.007966337,-0.0075141042,0.510195,0.010391697,-0.09944089,0.02619408,-0.23824352,0.2148498,0.3201436,0.2186943,-0.2600466,0.122284815,0.0715805,0.01294
-0.25894,-0.36378872,-0.400028,-0.4700355,-0.44046754,-0.65378284,-0.3578025,-0.07433382,-0.5054742,-0.5934027,-0.16882141,0.59165376,-0.265895,-0.64708
-0.042069998,0.1424214,0.0053289994,0.3272214,-0.15734269,-0.099392705,-0.3140445,0.35499093,0.22158906,-0.31681982,0.2745963,0.0519585,-0.102765,0.24874
0.21069999,-0.2769921,0.106372,-0.2525325,-0.5851164,-0.6424935,-0.59577215,-0.14840497,0.036549482,0.02799061,0.2423309,0.4182387,0.24126051,-0.31037
0.19601756,0.05571819,-0.021420002,0.0034904089,-0.06096618,0.3262611,-0.0468501,0.015962094,-0.19738753,0.56943816,-0.026066704,0.25275692,-0.039180998,-0.40109
0.19224198,0.021202436,0.080624,-0.09947422,-0.4415532,0.013318807,-0.3065766,-0.0020229071,-0.47829217,-0.020222403,0.2926902,-0.22552662,-0.22740301,-0.043166
-0.34277335,0.1886478,-0.30215,0.1204368,0.037884004,0.023561992,0.031468794,0.04010822,0.19300646,-0.6996594,-0.24081418,-0.172227,0.0691035,-0.24762
-0.028266668,-0.21437791,0.070494995,-0.0768273,-0.055618193,0.009916499,-0.037708245,-0.42975572,-0.2776587,-0.11438461,0.025244996,0.5080416,0.05219,-0.19073
-0.15236966,0.23793495,-0.32469,0.21857715,0.097152,0.09644976,0.12507199,0.025621206,0.0793188,0.0629706,0.47426787,-0.0035971191,-0.1205865,0.49278
0.48081267,-0.0074065216,0.29501048,0.017031964,0.19493762,-0.18750206,0.006983459,0.39620465,0.35797808,0.0314226,0.21747728,-0.07880731,-0.08793999,0.14072
-0.04182266,0.087351665,-0.1312415,0.07683127,-0.031875096,-0.86452746,-0.79871225,-0.11766942,0.2156418,0.025254246,-0.37965184,-0.063788995,-0.299155,-0.10693
-0.011521667,0.16266625,-0.269405,0.5361009,-0.088591784,0.0147099495,-0.19764492,-0.2463858,-0.5722233,0.08302603,0.32253873,0.086951695,0.04508275,0.24852
0.20124334,0.1850277,-0.12349999,0.2736855,-0.28643674,0.2935185,-0.08311908,-0.026568294,-0.038156576,-0.08103812,-0.326865,-0.16478221,-0.152808,-0.036905
-0.18460034,-0.06776418,-0.10883251,0.0753324,0.0034154952,0.2871528,0.35576642,-0.59886914,0.22871211,0.3939771,0.065805316,-0.10158193,-0.36277,0.10027
0.10957,0.1408275,-0.144245,-0.13626625,0.040791307,0.08741106,0.22606981,-0.25717562,-0.30833882,0.17463271,0.43363655,-0.1172391,0.2524235,-0.040285
-0.10283057,-0.35785532,0.06441999,-0.4852221,0.19853131,0.0054384023,-0.022459798,-0.21970344,0.28099895,-0.056433305,-0.33147842,-0.10414668,0.17261,-0.35321
-0.47804067,-0.86417764,-0.58213,-0.6882217,-2.0470562,-1.657722,-0.9113083,0.13017839,-2.198229,-1.346433,-0.044714987,-0.07581419,-1.71135,-1.9922
-0.08238933,-0.5600034,0.13459499,-0.10161757,-0.0083028,0.12270193,0.4488165,0.1716429,-0.044542737,-0.13964084,0.2611257,0.17872603,0.1459703,-0.07443
-0.5147756,-0.41157603,-0.747585,0.1234002,-0.48442683,-0.73141533,-0.8008473,-0.21948498,0.19289687,-0.34378082,-0.1661286,-0.08190601,0.427805,-0.0086296
-0.16775,-0.15770899,-0.18543,-0.5447594,-0.18527189,-0.483945,-0.5342436,0.02825823,-0.016029749,-0.3415137,-0.38296503,0.20073901,-0.332705,0.040891
0.30853,0.051014703,-0.380045,-0.1885191,-0.15570061,-0.17657971,-0.2200869,-0.13375692,-0.43734574,-0.033607215,0.019687802,-0.2610927,-0.403925,-0.046459
-0.027213668,-0.45873964,0.357838,-0.46974844,0.2182257,-0.08418961,-0.171336,-0.584463,0.008517299,0.039953757,-0.19620216,-0.4321944,-0.25589502,-0.31462
0.20338333,0.2804307,0.115255006,0.17252731,0.4987257,0.1015146,0.3163644,0.17868182,-0.0630696,0.18981534,0.010536902,-0.3043689,-0.048435498,0.36331
0.34659,-0.10379293,0.48092,-0.23971531,-0.07153443,0.3045867,0.090991564,-0.42193803,-0.46796378,0.0071751904,0.1251459,-0.027993903,-0.27928,-0.032656
-0.219489,-0.371547,-0.29784,-0.5636664,-0.14649427,-0.45548913,-0.048731104,-0.23547019,-0.00716364,0.27422276,0.0637428,0.09107935,-0.08462,-0.56138
0.33073667,-0.12402061,0.4772945,-0.0907104,0.2975706,0.55977243,0.2760252,0.2630265,0.322209,0.3059064,0.014675096,0.2743059,-0.092515,0.63325
0.17165267,0.025136102,0.418035,0.12820171,0.15450767,0.33184803,0.41985244,-0.02847504,0.16560523,0.47676587,0.030713432,-0.013446102,0.12484,0.52423
-0.46586335,0.2914428,-0.104790494,0.3350886,-0.35250932,-0.3637326,0.26440924,0.31727192,-0.0139623135,-0.045813903,0.0735504,0.48251942,0.11158399,0.085248
-0.14172667,-0.1732731,-0.113875,-0.09592308,-0.153088,0.47227293,0.43762293,0.04437509,0.20989783,0.41991085,-0.25283748,-0.18469909,-0.1615295,-0.29407
0.23037267,0.17645761,0.653045,0.17834523,0.4064082,0.15877292,0.34120354,-0.4578057,-0.7098598,0.7644252,0.008807689,0.12547591,0.1770375,-0.21237
-0.13652088,0.07164961,0.06496601,0.018567123,-0.5263434,0.082562044,-0.024228603,-0.24974403,0.046140596,-0.41830802,0.45782554,0.30449432,-0.14943449,0.5655
0.12242333,0.07711837,-0.0238285,-0.06523441,0.22706641,0.08463768,-0.20759054,-0.10702792,0.17232369,0.25698423,-0.42026162,0.2318646,-0.025186501,0.1376
0.26187333,-0.35226184,-0.2718455,-0.24628562,0.05348574,0.103969805,0.09839279,-0.1992936,0.3147672,0.40097836,-0.3313761,-0.23893651,0.031205006,-0.73431
-0.29331666,-0.056231998,0.38926,-0.060640804,-0.14236861,-0.19336152,-0.15974772,0.4101933,0.16490495,0.22666383,0.01508661,-0.066484116,-0.2411535,-0.046185
-0.22893667,0.14644313,0.0512125,0.03624885,0.4253073,-0.2920269,-0.2459919,-0.4143084,0.110396884,0.6633034,-0.41811663,-0.3042468,-0.051090002,-0.19062
-0.14038366,0.17835477,-0.43641502,-0.49005365,-0.7925676,-0.9242641,-1.3153471,-0.46516472,0.15386248,-0.29826722,-0.13154131,-0.2945349,-0.1380625,-0.20641
0.228177,-0.3993693,0.66971004,-0.2877633,-0.013804231,0.07784733,0.48108757,0.07555021,0.5171958,-0.005958149,0.18461852,-0.3275745,-0.121324,0.06371
0.20558667,0.165957,0.17056149,0.23223421,-0.10923331,-0.3214266,-0.4155558,0.45184922,-0.16577816,-0.5079591,-0.048094206,0.1412532,0.0198165,0.44198
0.311101,0.14247091,0.1889855,0.2938221,-0.29440552,0.20429806,0.09397707,0.2605287,-0.10913332,-0.19604574,-0.11011374,-0.118921444,-0.10289,0.3939
0.28436333,-0.015008405,0.256445,0.23681659,0.0024980977,-0.51231843,-0.0043427944,0.1924296,0.47306955,0.11412457,0.093970805,0.1734678,0.499405,0.15
